traffic_density,vehicle_count,honking_events,population_density,near_highway,near_construction,industrial_zone,hour,is_weekend,decibel_level
2,411,12,2107,1,1,0,5,1,64.45
9,326,107,3453,1,0,1,16,1,76.26
5,286,46,12673,1,0,0,7,0,67.88
7,466,8,6433,1,1,0,0,0,69.62
10,460,62,11886,1,0,0,7,1,79.2
1,21,33,15721,1,1,1,21,0,65.08
10,539,80,5182,1,0,0,14,1,83.78
5,328,90,15353,1,0,1,17,0,78.11
10,541,28,11784,0,1,0,12,0,84.02
2,488,36,11654,1,1,1,7,0,73.74
6,231,42,9547,0,1,1,19,1,72.53
1,131,85,10838,0,0,0,17,0,57.51
3,27,114,14823,1,0,1,12,0,68.39
5,496,63,5425,1,1,1,13,0,76.48
4,479,23,6283,0,0,1,14,0,64.44
3,272,70,12843,0,1,0,5,1,62.85
10,545,33,10417,1,0,1,0,0,88.31
5,457,47,10645,0,1,0,6,0,66.0
8,255,11,7223,1,0,0,0,0,69.78
4,325,22,17068,1,1,1,14,0,77.84
1,497,78,17405,0,1,0,5,1,65.48
7,39,96,18132,1,1,0,4,0,73.45
8,235,12,13849,0,0,0,11,0,61.39
3,154,86,1502,1,1,0,2,0,62.28
6,148,101,6766,1,0,0,21,0,64.96
2,429,95,11830,0,1,1,19,1,72.88
7,441,44,15480,0,1,1,13,0,75.11
8,313,113,7517,1,1,0,5,0,82.25
6,265,98,9085,1,0,0,3,1,67.84
6,575,64,16511,0,0,1,14,0,73.42
5,105,46,18501,1,0,1,16,1,68.04
8,575,57,17544,0,1,1,4,0,89.35
1,394,108,6024,0,0,0,23,0,54.68
10,465,4,5750,0,1,0,5,0,79.8
4,397,76,8012,1,1,1,9,0,76.35
4,409,117,819,0,1,0,8,0,64.88
3,70,4,10916,1,1,1,3,0,61.9
3,261,59,4100,0,1,1,8,0,68.93
4,313,95,5779,1,0,0,7,0,65.13
1,582,114,18651,1,0,1,2,0,74.91
2,285,20,15994,0,1,1,21,0,70.05
9,139,23,18682,0,1,1,19,0,83.16
10,267,17,12898,0,0,1,0,0,75.22
2,89,20,782,1,1,1,19,1,62.72
5,76,53,14530,1,1,0,4,0,68.6
9,401,9,15802,1,1,1,2,1,93.11
9,58,23,5666,0,1,0,3,1,63.21
8,462,103,7621,0,0,0,22,0,71.46
1,37,110,15177,0,1,1,23,1,66.77
1,371,84,16873,0,0,1,18,0,64.19
9,317,88,5396,0,0,1,14,0,78.55
8,302,115,17014,1,0,0,18,1,79.9
10,129,59,1793,0,0,0,15,1,68.4
9,199,56,7457,1,1,0,22,1,75.43
7,563,22,16944,0,1,1,7,0,81.6
3,44,21,19095,0,1,1,13,1,60.64
3,76,67,10240,0,0,1,4,1,58.85
2,199,33,13059,0,0,1,0,1,56.53
5,251,119,10473,0,0,1,18,0,75.42
3,362,69,6776,1,1,0,4,0,68.12
6,496,27,8652,0,1,0,2,1,68.0
2,595,94,8473,1,1,0,16,1,75.91
3,474,98,15833,1,0,1,6,1,72.67
5,251,38,537,1,0,1,16,1,67.82
1,308,41,6490,1,1,0,12,1,60.78
1,232,22,5938,0,0,1,21,1,53.6
10,277,69,16235,0,0,0,21,1,76.54
9,549,79,11356,0,1,1,13,0,84.85
7,248,1,973,0,0,1,22,1,62.68
1,245,23,558,0,0,1,11,1,49.34
8,454,16,3136,1,1,1,10,0,76.17
3,421,108,15334,0,0,0,0,1,67.6
8,107,64,16077,0,0,1,2,0,71.19
5,561,69,19498,1,0,0,11,1,75.58
1,328,68,7796,0,0,0,8,0,57.7
7,362,108,13170,0,1,0,1,1,77.18
5,455,59,10225,1,1,0,13,1,72.9
6,196,118,3174,0,0,0,4,0,62.69
6,158,49,16296,1,1,1,2,0,77.32
8,213,92,11565,1,1,0,11,0,76.55
9,205,11,11526,0,1,0,11,1,81.9
2,237,102,2576,1,0,0,20,1,60.1
9,183,46,5287,0,0,0,6,1,65.94
10,180,66,7994,0,1,0,0,1,82.21
9,544,111,3081,0,1,1,2,1,84.34
10,61,64,16100,1,1,0,10,0,85.1
10,229,26,14833,1,1,1,12,1,85.58
7,294,47,10904,1,0,0,21,0,72.87
1,298,87,11666,1,1,1,22,0,67.58
7,270,61,1432,1,0,1,9,1,73.17
10,329,43,18547,1,0,1,18,1,91.55
5,159,18,9248,1,0,1,3,0,71.44
6,565,58,16077,1,0,1,21,1,78.61
10,549,7,15515,1,0,1,4,0,92.67
7,76,54,16608,1,0,1,10,1,72.04
5,131,107,1604,1,0,0,8,0,60.95
7,24,46,18154,0,1,1,12,1,70.2
9,429,1,13436,1,0,0,16,1,77.17
3,433,93,10101,0,1,0,14,1,62.56
8,201,93,4146,0,1,0,12,0,70.9
2,32,112,15460,0,1,1,20,1,64.19
7,358,38,15378,0,1,0,10,0,74.87
2,278,44,18938,1,1,1,0,1,71.74
4,109,31,9645,0,0,1,7,1,54.78
7,269,64,18726,0,0,1,22,0,74.16
3,274,37,3302,0,1,0,4,0,62.64
2,127,76,16865,1,1,0,21,0,64.74
10,504,10,6605,0,1,1,15,1,78.25
7,277,9,19444,0,0,1,3,1,74.08
1,301,111,19921,1,1,1,18,1,71.82
8,107,58,3249,1,0,1,17,1,71.34
3,223,89,17474,1,0,0,22,1,69.98
2,35,119,18252,1,1,0,1,1,67.09
3,170,54,10681,1,0,0,12,1,60.19
5,273,19,1861,1,0,0,15,0,58.11
8,207,80,4273,1,0,0,21,1,68.9
10,348,16,13995,1,1,1,7,0,88.46
7,563,67,2564,1,1,1,18,1,84.41
7,416,4,19299,0,1,0,2,0,76.36
7,536,59,19835,1,1,1,18,0,87.74
8,478,22,6116,0,1,0,16,0,73.94
1,349,45,8475,0,1,1,8,1,60.01
4,188,51,11460,1,1,1,20,0,72.58
6,385,9,15824,1,1,1,20,0,82.3
9,197,45,6743,1,0,0,22,0,71.17
2,381,27,10060,1,1,0,16,0,64.59
1,59,96,15184,0,0,0,0,1,54.11
10,435,42,8830,0,0,1,3,1,81.48
2,374,25,5423,1,1,1,22,1,75.82
7,274,54,6967,0,0,1,14,1,70.61
3,162,113,6576,1,0,1,11,0,65.96
10,596,47,8501,0,1,1,16,1,82.6
2,30,28,15803,0,0,0,11,0,50.79
7,45,26,18199,1,1,0,15,1,75.58
2,440,17,16957,1,0,1,12,0,67.79
3,240,103,9175,0,0,0,10,0,63.6
7,515,59,12803,1,1,1,14,0,83.84
4,256,73,18433,0,0,1,15,0,73.26
1,256,105,18243,1,0,0,5,1,65.26
5,238,68,15628,1,1,1,10,1,81.37
9,506,73,18780,1,1,0,14,0,92.18
8,480,113,7159,1,0,0,4,0,82.37
9,163,20,5746,1,0,0,2,1,69.93
10,208,23,7467,1,1,1,1,1,79.05
9,274,101,7161,1,0,0,0,1,80.14
7,87,2,12916,0,1,1,14,0,74.68
4,355,103,1010,1,1,1,1,0,69.75
5,428,94,9114,0,1,1,19,0,76.24
1,319,61,2932,1,0,1,5,0,62.31
1,376,104,2406,0,0,1,11,1,59.42
3,275,100,16054,1,0,1,20,0,76.82
8,372,1,16948,1,1,1,15,1,81.64
2,540,65,5428,0,0,1,13,0,67.06
4,543,102,5210,1,1,0,3,1,74.73
2,303,112,12040,1,0,0,7,0,59.67
5,331,41,6624,1,1,1,11,1,69.61
9,118,107,8337,1,1,1,22,1,81.99
1,216,33,16083,1,0,0,13,0,64.67
5,501,41,17684,0,1,0,19,1,78.16
9,245,19,6609,1,0,0,12,1,72.47
1,384,96,10409,0,0,0,4,1,56.25
9,387,67,7159,0,0,0,11,0,69.05
8,589,44,1738,0,0,0,9,0,72.11
4,94,107,15564,0,0,1,20,0,65.89
10,61,74,6120,0,1,0,18,0,74.89
5,441,41,1986,0,0,0,12,1,60.87
5,200,46,5181,0,1,0,8,1,60.57
6,564,4,11990,0,0,0,10,0,68.64
7,90,88,4970,1,1,1,4,1,74.65
8,587,48,12223,0,1,1,12,0,77.15
8,124,36,14388,1,0,1,9,0,76.89
2,219,33,7677,0,1,1,17,1,61.3
9,120,72,13701,0,0,1,14,0,76.69
7,326,69,5941,1,0,1,19,1,77.28
4,396,17,18724,0,0,1,11,0,72.38
4,418,77,12219,1,1,1,3,0,83.36
8,240,18,5897,0,1,0,4,0,69.07
4,201,77,2121,1,1,0,7,1,59.31
6,326,39,18445,1,1,1,4,0,84.28
5,541,16,18300,0,0,1,0,1,77.37
3,415,59,4690,0,0,1,17,0,61.91
10,23,98,5554,0,1,0,18,0,66.09
2,300,92,1630,0,1,1,18,1,65.53
9,234,41,14571,1,0,1,9,1,79.96
10,439,80,12436,1,1,1,21,1,86.99
9,120,106,2618,1,0,1,8,1,74.21
1,540,71,1163,1,1,0,0,1,65.92
10,592,64,19518,1,1,1,21,1,96.0
3,328,108,16235,1,1,0,19,0,73.56
8,529,52,19658,1,0,0,2,1,86.86
6,82,99,10263,0,0,1,12,0,70.77
5,245,6,18407,0,1,0,5,0,74.2
5,124,109,8553,0,1,1,5,0,66.2
6,444,4,17871,0,1,0,17,1,77.92
7,274,23,4345,0,1,1,4,0,70.38
1,448,27,13996,0,1,0,16,0,64.44
9,453,61,6801,0,1,0,2,0,81.15
3,226,106,12385,0,1,1,4,1,68.86
4,47,16,16982,1,1,0,2,0,66.68
10,355,100,2788,0,0,1,22,1,74.41
1,88,19,8296,0,0,1,12,0,48.36
10,532,2,7763,0,0,0,14,1,72.72
3,186,36,13277,1,0,1,16,1,66.67
2,387,89,9270,0,1,1,14,0,67.67
2,270,14,7885,1,0,1,4,0,60.9
1,189,50,15362,1,0,1,21,1,62.91
8,109,47,8964,0,1,0,13,1,72.17
3,580,7,5381,1,0,0,10,1,66.17
3,465,12,16518,0,0,0,13,0,61.18
6,313,47,16191,0,0,1,6,0,71.88
8,169,2,9867,0,0,0,2,0,66.26
9,151,64,913,1,0,0,22,0,72.55
9,452,72,18434,0,1,0,19,0,85.55
4,78,30,15214,0,1,1,9,1,68.21
5,218,104,7641,0,1,0,10,1,68.9
2,234,117,13682,1,0,1,5,1,63.35
9,580,25,16725,1,0,0,4,1,83.73
8,491,80,2446,1,0,0,19,1,75.77
3,266,55,691,1,1,1,21,1,72.53
9,401,33,16924,0,0,0,12,0,78.41
3,258,8,14675,0,0,1,11,1,61.02
9,386,61,10551,1,0,1,18,0,79.73
2,187,119,6392,0,0,0,18,0,55.85
10,579,114,3949,1,1,1,20,0,88.83
9,70,12,8827,0,1,1,4,0,77.95
8,399,68,6409,0,0,1,19,1,73.54
9,493,40,12893,1,1,1,20,1,90.78
5,99,76,2441,1,1,0,8,0,67.55
2,386,0,4721,0,1,1,3,0,63.05
8,480,88,7043,1,0,1,14,1,78.88
6,558,46,18442,0,1,0,2,1,82.69
8,471,3,14512,0,1,0,22,1,76.56
5,483,99,2621,0,0,0,6,0,70.42
10,497,62,17912,0,1,1,23,1,90.27
2,439,51,12226,1,1,1,19,1,78.7
6,233,9,6156,0,1,1,19,0,68.99
5,388,27,9467,0,0,1,13,0,66.29
5,133,5,19922,0,0,0,13,1,67.09
1,522,26,16264,1,1,0,8,0,71.29
2,330,119,16373,0,0,1,22,0,69.35
8,488,11,11579,1,0,1,2,0,80.37
3,63,61,18762,1,0,1,8,0,66.07
10,434,51,2771,1,1,1,20,0,84.14
3,265,47,2107,1,1,0,3,1,65.84
8,103,66,16179,1,0,0,16,1,77.37
8,226,45,17489,1,1,0,5,1,74.46
2,170,96,4165,1,0,0,15,1,60.24
8,547,73,16808,0,0,1,17,1,81.76
1,184,94,6352,0,1,0,12,0,53.45
6,164,14,5962,1,0,1,6,1,69.53
8,56,70,19028,1,0,0,2,1,80.55
3,352,35,4770,1,0,0,5,0,66.62
8,422,13,16197,0,0,1,23,1,69.19
1,433,119,18260,1,1,0,2,1,75.71
9,64,111,3962,0,0,0,11,1,64.86
9,421,77,15974,0,1,0,4,1,80.91
5,225,2,847,1,0,0,21,0,59.27
10,81,112,16884,0,1,1,16,0,75.99
4,439,116,562,1,0,0,9,0,61.69
6,487,109,2283,1,0,0,6,0,73.59
7,38,113,8917,1,1,0,3,1,74.61
5,384,66,7066,0,1,1,9,1,70.93
10,319,85,17926,1,0,1,6,1,83.85
9,26,18,11372,0,0,0,22,1,63.89
3,447,98,15818,1,0,0,10,1,77.09
7,136,75,1734,1,0,0,20,1,65.25
10,599,53,2484,1,0,1,7,1,82.36
10,526,68,18478,1,1,0,7,0,95.87
5,565,9,2452,1,1,0,4,0,71.33
7,344,104,18579,0,0,1,4,0,80.41
2,74,32,17838,1,1,1,6,0,69.38
4,61,12,3791,1,1,1,21,0,61.04
2,316,98,9048,1,0,0,3,0,61.77
7,250,50,15004,0,1,0,1,0,68.96
2,472,31,12287,1,0,0,23,1,63.1
1,413,74,1468,1,1,1,18,1,69.17
9,541,111,17125,1,1,0,1,1,89.47
1,377,101,4734,1,1,0,15,1,65.54
8,463,23,8838,0,1,1,11,0,76.98
2,147,34,7849,1,1,1,14,0,65.7
8,424,82,13868,0,0,0,9,0,71.42
3,411,69,15701,0,1,1,22,0,75.81
6,212,39,16570,0,0,0,5,1,70.78
3,97,53,9234,0,1,0,23,1,59.13
7,104,108,9383,1,1,0,12,1,68.45
10,49,43,1525,1,1,1,5,1,73.32
9,68,61,12697,0,0,0,22,0,69.71
2,164,105,3859,0,1,1,1,0,62.58
5,88,98,5757,0,1,1,13,1,65.77
6,77,67,3451,1,0,1,17,1,69.92
4,593,32,7889,0,0,1,5,1,66.68
4,498,76,15166,0,0,0,18,1,72.3
4,464,55,15452,0,1,1,13,1,74.76
2,315,35,19439,0,1,0,12,1,64.07
4,190,53,14727,0,1,0,7,0,68.01
1,594,106,18034,1,1,0,4,0,77.07
6,166,18,16124,0,0,0,12,1,66.94
1,503,42,2235,1,0,1,5,0,72.0
10,325,11,17922,1,1,1,21,0,85.21
6,465,10,6869,1,0,0,18,0,72.88
1,240,69,7627,1,0,0,10,1,60.98
6,574,11,3412,1,0,0,15,0,76.07
10,397,90,15964,0,1,1,4,0,90.16
8,285,40,13106,1,0,1,11,0,82.97
2,114,24,1742,1,1,0,16,0,54.4
2,281,105,16136,0,1,0,1,0,63.11
4,90,2,10608,1,1,0,9,0,61.38
3,238,2,8598,0,0,1,14,0,57.69
4,552,83,3912,0,0,0,18,1,69.29
7,111,27,19383,0,0,1,19,0,75.08
1,146,22,12132,0,0,1,16,0,53.99
6,99,47,13731,0,1,1,18,0,69.86
3,257,66,15683,1,1,0,18,1,67.77
10,391,41,7660,0,1,1,12,0,80.92
7,505,87,18097,0,0,1,12,1,79.9
10,44,106,11623,1,0,0,15,0,76.41
2,175,39,17302,1,0,0,21,1,66.64
2,536,5,5460,1,1,0,20,1,67.91
4,549,19,1288,1,1,1,2,1,68.65
1,76,10,18755,0,0,1,3,0,48.75
3,38,95,13850,1,1,0,6,1,69.09
9,403,26,18909,0,1,1,2,0,84.51
7,212,20,2946,1,0,0,8,0,66.85
7,256,107,16683,1,0,0,7,0,78.51
4,406,111,9252,1,1,1,17,1,74.86
2,445,113,19535,1,0,1,20,0,75.75
4,296,12,13940,1,1,1,13,1,72.57
6,246,85,12596,0,0,1,19,0,70.22
3,571,34,17423,0,1,0,4,0,74.47
1,342,46,6999,0,0,0,2,0,52.91
8,172,85,15267,1,0,1,9,0,75.86
5,256,27,11837,0,0,1,10,0,69.41
5,74,20,16319,1,1,1,16,0,70.45
4,455,109,16284,1,1,0,7,0,83.15
6,128,17,19642,0,0,0,8,1,71.69
3,203,30,5811,0,1,1,7,0,65.99
9,387,59,11952,1,1,0,19,0,85.66
5,217,109,15074,1,0,0,1,1,71.73
3,390,36,18779,0,0,0,3,1,67.73
1,392,20,16452,1,0,0,15,1,64.0
10,516,13,3000,0,1,1,8,0,83.72
6,220,88,15218,0,0,1,8,1,73.32
2,528,90,3329,1,1,1,20,0,73.86
3,341,103,547,1,1,1,4,1,70.39
1,294,59,2864,1,1,0,2,0,59.78
9,230,22,13364,1,0,1,13,1,78.38
8,523,94,8677,0,0,1,14,0,79.38
2,137,110,13847,1,1,1,5,0,70.39
8,573,28,8431,0,1,1,15,0,80.97
9,61,46,19686,0,0,1,22,1,77.32
1,334,29,13341,1,0,0,9,1,62.63
5,348,114,12344,0,0,1,13,1,70.23
8,36,89,9094,1,0,0,11,1,62.45
2,302,83,13918,1,0,0,8,1,69.79
4,277,37,2586,0,0,0,22,0,56.35
7,594,82,10919,0,0,0,18,1,76.04
3,593,26,12102,0,0,0,11,0,66.85
5,38,88,11682,1,0,0,12,0,67.64
8,548,103,13335,1,1,1,22,0,93.05
10,442,101,18033,0,0,0,12,0,85.93
3,485,115,16946,1,0,1,16,1,80.19
4,392,86,3653,1,1,0,1,1,61.62
9,100,92,9700,0,0,0,19,1,70.63
7,570,14,10723,1,0,0,22,1,77.23
1,567,58,10773,0,1,1,8,1,67.87
4,443,2,1251,0,0,0,20,1,59.02
4,448,9,9349,0,1,0,7,0,66.15
9,407,78,17584,1,1,1,6,1,89.13
6,223,119,16720,0,0,0,4,0,74.48
9,215,79,10848,0,1,0,18,0,76.72
6,304,16,18424,0,1,0,2,0,72.61
6,215,82,19916,0,1,1,12,0,71.11
5,326,10,6667,1,1,0,5,1,75.74
5,33,47,6864,0,0,0,10,1,50.85
2,165,4,2483,1,1,1,3,0,62.31
8,76,68,15129,0,1,1,2,1,77.62
8,229,63,16788,1,0,0,3,0,82.06
1,548,13,11773,1,1,0,2,0,65.61
8,363,49,8148,1,0,0,12,0,72.36
5,298,25,8394,1,1,0,14,0,72.81
2,228,71,13805,0,0,1,11,1,63.97
2,354,68,13425,0,1,1,14,0,73.3
6,307,6,19198,1,0,1,10,1,79.3
9,271,15,10827,1,1,0,10,0,77.57
1,284,54,18533,1,0,1,12,1,67.31
6,290,77,11911,0,0,1,11,1,72.17
9,438,100,7400,1,0,0,5,1,75.87
8,230,55,16637,1,0,0,22,0,78.35
6,384,104,4300,0,0,0,19,0,68.93
3,95,3,2978,0,1,0,18,1,51.11
8,340,99,10467,0,1,0,18,1,76.34
9,452,47,10658,0,0,0,2,0,68.77
1,128,119,7554,0,0,1,15,1,60.07
9,541,16,6559,0,1,0,8,1,78.15
6,66,110,10459,1,1,0,13,1,69.13
6,398,35,12507,1,0,1,2,0,72.78
4,115,69,8933,0,1,1,2,0,63.91
1,122,79,6709,1,0,1,23,0,62.29
10,165,92,7615,0,0,1,19,0,76.22
8,46,99,13568,1,0,1,6,0,74.19
2,549,37,19140,0,1,0,18,0,68.62
1,101,100,3868,0,0,0,23,1,51.11
2,447,111,16628,1,1,1,2,1,76.4
1,498,61,3327,1,1,1,20,1,67.11
1,181,47,16490,0,1,1,0,1,65.29
9,421,9,2987,0,1,1,11,1,71.68
1,527,104,13847,0,0,0,20,1,64.24
4,57,35,16777,0,0,1,5,0,61.63
10,530,28,2143,0,1,1,6,1,79.94
6,412,77,18096,0,0,0,1,1,73.93
7,513,3,519,1,1,0,17,0,75.51
2,219,43,1175,1,0,0,14,0,58.47
6,274,55,17492,1,0,1,14,1,75.94
7,198,41,16945,1,0,1,9,1,76.03
10,566,99,9957,1,0,0,16,1,87.3
10,408,113,1654,0,0,1,17,0,78.18
2,417,108,10320,0,0,1,17,0,67.61
2,177,12,10318,1,1,0,14,0,63.65
10,23,45,4216,0,0,0,22,0,62.35
7,186,81,5742,1,0,0,5,1,75.26
1,487,32,5522,1,0,1,8,1,64.11
8,428,20,18326,0,1,0,10,1,80.82
3,431,79,2153,0,0,1,14,0,64.48
6,223,78,3002,1,0,1,22,0,70.68
9,213,117,17165,1,0,1,2,1,85.48
6,254,56,14586,1,1,0,18,1,78.95
9,169,68,3903,1,0,0,0,1,71.11
7,178,69,1735,0,1,0,23,0,68.2
9,298,101,13649,1,1,1,16,1,89.34
2,423,66,14896,0,0,0,10,0,66.74
8,330,47,14930,1,0,0,17,1,75.93
8,87,75,17669,1,1,1,10,1,82.58
2,482,99,14364,0,1,1,6,0,70.21
4,107,32,16006,0,0,0,0,0,63.07
7,236,35,12009,0,0,0,11,0,64.26
4,20,32,3694,0,1,1,3,1,59.84
4,154,30,5289,0,1,1,7,0,60.86
6,370,20,11138,1,1,1,14,1,81.39
10,159,26,5850,1,1,0,10,0,76.23
6,152,90,1033,1,0,0,7,1,67.01
10,197,71,4163,0,1,1,11,0,73.32
3,377,119,629,0,0,0,2,0,57.91
9,399,100,13063,0,1,0,20,1,83.33
10,469,61,19843,1,1,0,3,0,95.22
2,482,95,2358,0,0,1,11,1,64.15
6,127,25,16235,1,0,0,7,1,76.06
7,141,65,12842,1,0,1,22,1,76.87
9,36,11,4149,1,0,0,22,0,66.39
3,215,21,11478,0,1,1,9,1,63.13
10,346,16,19981,1,0,1,22,0,91.16
3,337,6,5360,1,0,0,0,0,63.14
7,498,106,9912,1,0,0,12,1,77.67
4,271,67,9333,0,1,1,6,0,66.46
8,522,36,14635,1,1,1,19,1,85.57
7,138,37,1223,0,0,0,2,1,60.76
5,517,95,1237,0,1,1,15,1,68.15
7,505,10,14379,1,1,1,11,1,82.26
3,64,0,1799,1,0,0,4,1,54.07
2,333,24,839,0,1,0,17,1,56.36
6,198,41,652,1,0,0,7,0,61.97
2,437,51,10113,0,0,0,11,0,62.43
3,575,23,14255,0,0,1,20,0,70.85
6,97,52,16482,0,1,0,2,0,68.13
5,345,106,19935,1,0,0,15,0,75.57
8,376,55,926,0,1,0,9,1,73.33
9,435,62,9827,0,1,0,22,0,78.24
3,534,80,19256,1,1,1,16,1,82.35
10,233,7,12021,1,1,1,9,0,85.37
3,93,58,17833,0,0,0,2,0,56.38
3,582,44,1873,0,0,0,1,1,59.22
6,598,26,7582,0,1,0,13,0,72.27
1,528,51,10393,1,0,0,8,0,71.03
7,351,17,19366,0,1,1,16,0,74.8
1,112,90,8093,0,1,1,3,1,59.91
5,538,85,9995,1,0,1,21,0,75.35
10,288,15,17254,1,1,1,14,1,94.06
8,395,65,8337,0,0,0,12,0,72.12
4,23,4,11672,1,1,1,22,1,63.64
5,157,81,19180,0,1,1,18,0,68.84
4,250,2,10817,0,1,0,8,1,64.34
4,548,90,11434,1,1,1,3,1,81.76
8,71,117,19248,0,0,1,20,0,77.8
2,344,80,5730,0,1,1,7,0,61.73
1,296,79,14145,1,1,0,14,0,73.55
3,555,69,9454,0,0,0,13,1,65.52
9,505,114,12754,1,1,0,2,0,90.45
4,535,6,17888,0,1,0,23,1,73.82
10,171,49,7557,1,1,1,16,0,81.96
5,502,13,4255,1,1,1,7,0,78.73
2,278,37,3346,1,1,0,13,1,60.49
4,343,103,3464,1,1,0,12,0,73.81
2,187,78,9378,1,0,0,14,0,65.33
2,329,110,13148,1,1,1,10,0,77.76
4,498,46,3255,0,0,1,14,1,69.19
6,75,111,19616,0,1,0,11,1,70.67
7,492,32,6973,1,0,0,23,1,75.42
10,315,42,15054,0,0,0,21,1,77.18
3,480,90,2193,1,0,0,20,0,66.42
3,343,28,11584,1,0,0,8,0,66.93
10,160,56,12503,0,1,0,21,0,79.87
6,281,100,17568,1,1,0,14,1,78.24
3,439,4,3419,0,1,0,0,0,57.07
2,260,92,4256,1,0,1,11,1,63.31
8,374,95,3783,1,0,0,5,0,67.67
5,199,59,5191,0,0,1,0,1,62.32
1,85,116,7850,1,0,0,21,1,62.71
3,367,69,18040,1,0,1,18,0,69.54
10,190,1,3561,1,0,0,21,1,69.38
8,493,69,6419,0,0,0,12,1,69.11
4,553,109,18176,0,1,1,5,0,81.79
7,386,42,10576,0,0,0,16,1,71.02
10,126,3,10252,0,1,1,12,1,74.86
2,458,55,16512,0,1,1,8,0,69.11
7,246,92,9675,1,0,1,7,1,76.93
5,463,58,8402,0,0,0,14,1,70.07
5,461,88,2567,0,0,1,17,1,70.57
6,415,8,2479,1,0,0,1,0,65.72
9,103,119,18620,1,1,1,20,0,86.35
6,570,2,18802,0,0,0,1,0,71.85
8,32,89,1200,1,1,1,10,0,75.16
7,512,47,4546,1,0,1,0,1,72.72
9,287,42,2573,1,1,0,17,0,77.75
4,544,90,12445,0,1,0,20,0,71.98
2,139,99,17278,1,1,0,6,0,68.57
7,372,95,3548,1,1,0,20,0,74.77
6,76,0,1022,0,1,0,16,1,60.22
1,59,56,11601,1,0,0,15,1,55.0
9,355,52,9241,1,0,0,6,0,74.44
9,192,117,18352,0,0,0,21,1,75.13
2,566,15,13174,0,1,0,6,0,63.41
3,278,50,18305,0,0,1,1,0,68.8
5,536,111,785,1,1,1,4,1,75.35
5,542,74,19629,0,1,1,13,1,81.22
1,136,89,12457,0,0,1,7,1,56.45
8,203,103,7608,1,1,0,11,1,82.72
8,135,54,15490,1,0,1,6,1,78.41
4,181,0,18329,1,1,1,5,1,70.9
7,598,89,6337,1,0,1,12,0,82.09
10,562,27,15532,1,1,0,21,1,86.63
3,256,52,1966,0,0,0,11,0,56.72
6,85,57,9606,0,0,1,16,0,64.86
10,89,72,8979,0,1,1,15,0,78.13
10,466,59,10780,1,1,1,0,0,86.8
9,435,58,6432,0,1,0,6,0,72.66
1,551,107,10496,1,0,1,2,1,66.63
5,460,21,1678,1,0,1,5,1,64.33
4,483,7,3051,0,1,0,20,0,63.57
8,415,48,16525,0,0,1,2,0,83.73
1,570,41,10280,1,0,1,21,1,67.39
9,576,26,10648,1,1,1,2,0,86.41
6,414,38,10467,0,0,1,7,1,70.25
4,345,82,5362,0,0,1,13,1,62.32
9,110,24,9679,1,0,1,22,1,70.39
5,89,37,6355,1,1,1,8,0,66.84
5,185,84,18087,1,0,1,4,0,74.26
5,233,23,1619,1,1,0,14,0,71.2
1,354,23,4475,0,0,1,16,0,54.0
1,388,59,13419,0,0,1,9,0,63.0
8,68,82,10102,1,0,1,7,0,70.4
8,71,49,13195,1,0,0,17,0,73.55
6,308,110,1792,0,0,1,5,0,65.34
4,258,65,9886,1,1,0,16,1,66.96
2,152,13,10640,1,0,1,21,0,57.93
2,185,52,19101,1,0,0,3,1,62.92
9,393,31,12272,1,0,0,20,1,75.08
5,392,105,7090,1,0,0,14,1,72.51
4,497,95,14477,1,1,1,9,0,78.68
10,498,91,17901,0,0,1,22,0,88.4
1,319,47,5676,1,0,0,12,0,57.04
7,101,38,12899,0,0,1,21,1,64.62
3,106,39,7147,0,0,0,0,0,51.59
6,244,41,6515,0,1,1,21,0,66.14
5,35,110,16345,1,1,1,21,1,76.44
5,377,103,18973,1,0,0,8,0,75.54
5,182,76,2556,1,0,0,4,1,67.05
1,533,75,12676,0,0,1,10,1,58.83
1,369,7,10503,0,0,0,21,1,58.49
3,483,78,14247,1,0,0,21,0,69.67
10,394,25,3614,1,1,1,22,1,87.74
4,111,11,13942,0,1,0,20,1,62.1
5,200,42,7883,0,0,1,20,0,66.64
2,320,50,2129,0,0,1,3,1,56.74
8,208,109,18427,1,0,0,19,0,79.41
2,333,90,18788,0,1,0,15,0,65.71
9,512,81,18320,0,0,0,23,1,81.18
2,147,108,3817,0,0,1,17,0,54.25
9,538,99,11751,1,1,0,7,0,89.15
7,445,62,4616,1,1,1,1,0,80.79
8,578,48,10123,1,0,0,16,0,79.65
2,584,114,6623,0,0,0,9,1,68.4
7,206,26,3561,0,0,1,12,0,65.69
6,569,8,8589,0,0,0,14,0,65.31
4,472,118,4231,0,1,0,8,0,71.16
7,490,38,6827,1,1,1,7,0,83.97
4,584,64,16861,0,0,0,5,1,64.13
2,243,70,16407,0,1,0,3,1,61.31
10,173,89,2546,1,0,1,17,0,75.78
7,579,70,11832,0,1,0,23,1,76.55
8,370,115,5564,0,0,0,2,0,73.85
2,166,6,9945,0,0,1,3,1,52.93
5,595,71,1222,1,1,0,20,0,72.08
1,368,79,13789,0,1,0,12,0,64.92
7,201,66,15710,1,1,0,19,1,77.48
8,198,108,8064,0,1,1,10,1,79.76
6,58,9,8775,1,1,0,7,1,68.11
5,22,113,4319,1,0,1,13,1,76.46
6,83,70,3864,1,0,0,13,1,60.82
